"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/P09619,P09619,PDGFRB,"Platelet-derived growth factor receptor beta","Tyrosine-protein kinase that acts as cell-surface receptor for homodimeric PDGFB and PDGFD and for heterodimers formed by PDGFA and PDGFB, and plays an essential role in the regulation of embryonic development, cell proliferation, survival, differentiation, chemotaxis and migration. Plays an essential role in blood vessel development by promoting proliferation, migration and recruitment of pericytes and smooth muscle cells to endothelial cells. Plays a role in the migration of vascular smooth muscle cells and the formation of neointima at vascular injury sites. Required for normal development of the cardiovascular system. Required for normal recruitment of pericytes (mesangial cells) in the kidney glomerulus, and for normal formation of a branched network of capillaries in kidney glomeruli. Promotes rearrangement of the actin cytoskeleton and the formation of membrane ruffles. Binding of its cognate ligands - homodimeric PDGFB, heterodimers formed by PDGFA and PDGFB or homodimeric PDGFD -leads to the activation of several signaling cascades; the response depends on the nature of the bound ligand and is modulated by the formation of heterodimers between PDGFRA and PDGFRB. Phosphorylates PLCG1, PIK3R1, PTPN11, RASA1/GAP, CBL, SHC1 and NCK1. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate, mobilization of cytosolic Ca(2+) and the activation of protein kinase C. Phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, leads to the activation of the AKT1 signaling pathway. Phosphorylation of SHC1, or of the C-terminus of PTPN11, creates a binding site for GRB2, resulting in the activation of HRAS, RAF1 and down-stream MAP kinases, including MAPK1/ERK2 and/or MAPK3/ERK1. Promotes phosphorylation and activation of SRC family kinases. Promotes phosphorylation of PDCD6IP/ALIX and STAM. Receptor signaling is down-regulated by protein phosphatases that dephosphorylate the receptor and its down-stream effectors, and by rapid internalization of the activated receptor.",Tclin,"PDGFR family",,,-2.8653353023933246,Kinase,,547,303,175967,1172,,56.20629398474779,26881541|26787464|26662677|26599395|26569132|26483058|26463591|26407747|26403314|26315405|26279204|26215891|26129893|25937181|25744030|25733681|25716320|25686613|25569182|25550804|25502837|25454926|25437559|25416956|25391964|25303037|25292412|25257795|25241761|25212438|25158255|25145436|25088711|25007344|24981766|24951465|24885373|24860093|24837198|24796542|24772479|24769756|24758355|24754736|24747080|24747001|24733895|24725405|24687085|24566984|24524969|24378362|24277456|24243494|24184958|24182907|24086766|24065723|24046361|24023874|24022915|24012959|23950591|23874238|23861540|23860180|23769926|23748876|23731542|23731537|23651497|23620752|23615556|23591770|23567961|23397142|23382862|23376485|23255827|23146028|23064464|23042547|23006663|22927028|22865780|22805337|22697462|22689130|22661233|22619173|22541084|22415093|22344267|22331939|22188481|22159994|21938754|21888769|21787840|21781317|21769866|21769672|21733313|21729646|21679854|21590454|21574155|21536039|21492463|21429937|21423176|21409488|21376233|21310211|21186266|21124835|21118571|21098708|21097719|21074616|20950212|20822908|20659339|20637704|20628624|20628086|20624165|20613589|20610572|20571834|20534510|20529858|20510677|20505768|20494825|20453000|20424473|20377208|20197394|20164181|20107158|20103629|19952113|19946888|19913121|19864249|19843560|19839721|19717644|19696027|19644140|19636022|19582773|19542682|19497963|19386600|19377443|19369415|19333949|19302534|19280218|19242504|19180499|19167335|19115205|19092051|19074885|19074160|19041155|19035305|19028276|19016370|19006078|18950621|18809244|18697203|18621860|18593464|18541413|18524994|18519768|18492696|18483410|18483217|18369471|18331602|18326546|18288404|18262053|18157090|18077793|17991872|17981115|17872908|17727656|17620338|17599906|17584975|17568996|17470632|17462601|17448020|17431412|17419949|17403678|17363728|17344846|17344284|17301821|17298867|17296564|17242191|17229632|17145809|17082185|17047316|16899864|16617096|16479011|16477012|16456542|16407661|16189514|16149045|16007172|15994317|15987639|15944146|15902258|15862965|15791568|15763428|15665766|15641795|15640155|15630487|15588985|15522237|15504957|15492236|15489334|15380338|15372022|15340161|15284236|15271984|15207817|15146197|15087372|15054045|14996833|14973141|14966296|14871970|14745431|14705808|14657000|14612918|14514732|12941951|12933652|12907457|12706723|12700668|12681492|12614164|12480944|12477932|12181402|12177062|12062403|11903042|11896619|11896612|11882663|11861293|11710529|11567151|11350938|11331882|11331881|11297552|11172806|11046132|11027258|10964931|10821867|10806482|10806474|10805725|10752619|10733900|10697503|10514377|10454568|10391677|10336465|10022833|9989826|9920285|9819414|9808151|9742401|9739761|9512716|9506992|9492013|9484840|9425276|9373237|9362449|9355745|9285559|9207175|9153411|9057949|9006901|8947043|8943344|8940081|8702949|8670861|8657151|8647858|8647855|8617789|8586421|8564419|8555205|8549654|8538796|8443409|8382774|8382612|8302579|8195171|8183548|8181064|8119896|8041791|7935391|7876130|7693727|7692233|7691811|7688466|7687537|7685273|7683666|7680644|7679113|7665222|7545675|7536927|7530043|7523122|3107886|2850496|2846185|2835772|2554309|2550144|2542288|2536956|2531695|2475255|2173144|2161888|2157284|1847074|1846866|1720539|1709159|1696179|1661130|1653029|1396585|1375321|1374684|1372092|1334459|1330535|1314164|1313434
/idg/targets/O00141,O00141,SGK1,"Serine/threonine-protein kinase Sgk1","Serine/threonine-protein kinase which is involved in the regulation of a wide variety of ion channels, membrane transporters, cellular enzymes, transcription factors, neuronal excitability, cell growth, proliferation, survival, migration and apoptosis. Plays an important role in cellular stress response. Contributes to regulation of renal Na(+) retention, renal K(+) elimination, salt appetite, gastric acid secretion, intestinal Na(+)/H(+) exchange and nutrient transport, insulin-dependent salt sensitivity of blood pressure, salt sensitivity of peripheral glucose uptake, cardiac repolarization and memory consolidation. Up-regulates Na(+) channels: SCNN1A/ENAC, SCN5A and ASIC1/ACCN2, K(+) channels: KCNJ1/ROMK1, KCNA1-5, KCNQ1-5 and KCNE1, epithelial Ca(2+) channels: TRPV5 and TRPV6, chloride channels: BSND, CLCN2 and CFTR, glutamate transporters: SLC1A3/EAAT1, SLC1A2 /EAAT2, SLC1A1/EAAT3, SLC1A6/EAAT4 and SLC1A7/EAAT5, amino acid transporters: SLC1A5/ASCT2, SLC38A1/SN1 and SLC6A19, creatine transporter: SLC6A8, Na(+)/dicarboxylate cotransporter: SLC13A2/NADC1, Na(+)-dependent phosphate cotransporter: SLC34A2/NAPI-2B, glutamate receptor: GRIK2/GLUR6. Up-regulates carriers: SLC9A3/NHE3, SLC12A1/NKCC2, SLC12A3/NCC, SLC5A3/SMIT, SLC2A1/GLUT1, SLC5A1/SGLT1 and SLC15A2/PEPT2. Regulates enzymes: GSK3A/B, PMM2 and Na(+)/K(+) ATPase, and transcription factors: CTNNB1 and nuclear factor NF-kappa-B. Stimulates sodium transport into epithelial cells by enhancing the stability and expression of SCNN1A/ENAC. This is achieved by phosphorylating the NEDD4L ubiquitin E3 ligase, promoting its interaction with 14-3-3 proteins, thereby preventing it from binding to SCNN1A/ENAC and targeting it for degradation. Regulates store-operated Ca(+2) entry (SOCE) by stimulating ORAI1 and STIM1. Regulates KCNJ1/ROMK1 directly via its phosphorylation or indirectly via increased interaction with SLC9A3R2/NHERF2. Phosphorylates MDM2 and activates MDM2-dependent ubiquitination of p53/TP53. Phosphorylates MAPT/TAU and mediates microtubule depolymerization and neurite formation in hippocampal neurons. Phosphorylates SLC2A4/GLUT4 and up-regulates its activity. Phosphorylates APBB1/FE65 and promotes its localization to the nucleus. Phosphorylates MAPK1/ERK2 and activates it by enhancing its interaction with MAP2K1/MEK1 and MAP2K2/MEK2. Phosphorylates FBXW7 and plays an inhibitory role in the NOTCH1 signaling. Phosphorylates FOXO1 resulting in its relocalization from the nucleus to the cytoplasm. Phosphorylates FOXO3, promoting its exit from the nucleus and interference with FOXO3-dependent transcription. Phosphorylates BRAF and MAP3K3/MEKK3 and inhibits their activity. Phosphorylates SLC9A3/NHE3 in response to dexamethasone, resulting in its activation and increased localization at the cell membrane. Phosphorylates CREB1. Necessary for vascular remodeling during angiogenesis. Sustained high levels and activity may contribute to conditions such as hypertension and diabetic nephropathy. Isoform 2 exhibited a greater effect on cell plasma membrane expression of SCNN1A/ENAC and Na(+) transport than isoform 1.",Tchem,"SGK family","transfer/carrier protein",,-2.6508099231780906,Kinase,,326,198,31010,578,,58.53296867542881,26658840|26548813|26506154|26491696|26429539|26359301|26277930|26230157|26188042|26038830|26034353|25993992|25825522|25705664|25667458|25614279|25422956|25384981|25152363|24961472|24878720|24864229|24811177|24685888|24602173|24586903|24431232|24214981|24043696|24043625|23933686|23650397|23589291|23581296|23509962|23487453|23392695|23363009|23339546|23192594|23108393|23055545|23034940|23019294|23012321|22832853|22809514|22797923|22704443|22648267|22610502|22590650|22309306|22250980|22240294|22001908|21900244|21865597|21784856|21757730|21691090|21563193|21478911|21430556|21355052|21224398|21147854|21079778|20947508|20933037|20919962|20884880|20832730|20730100|20631247|20628086|20530112|20525693|20511718|20466724|20438709|20338997|20237237|20068231|20041238|19961832|19913121|19756449|19706464|19619128|19617352|19584721|19461886|19447520|19380724|19369195|19232516|19088452|19088076|19068477|18985156|18925875|18801914|18753299|18691976|18570873|18487207|18456663|18334630|18319604|18304449|18239069|18209482|18005662|17985234|17982255|17982254|17965184|17932503|17640988|17595519|17571248|17570343|17568772|17442044|17382906|17360471|17353931|17344846|17317952|17314099|17202226|17170520|16982696|16971495|16847254|16817852|16543730|16460280|16443776|16344560|16301825|16301823|16221215|16125969|16105029|16036218|15888551|15845389|15737648|15733869|15721303|15695387|15665527|15578212|15576372|15496163|15489334|15461589|15342340|15328345|15319523|15304560|15234985|15208094|15167446|15166308|15044175|15040001|14725621|14706641|14702039|14623317|14574404|12923071|12911626|12823993|12788082|12761204|12729930|12684516|12650886|12649597|12634932|12631736|12628440|12590200|12477932|12444200|12435876|12417559|12397388|12387817|12376324|12218062|12215463|12077559|12023960|11751930|11742982|11707620|11696533|11410590|11254654|11154281|11096081|10884438|10869359|10548550|10357815|10191262|9722955|9114008
/idg/targets/O14733,O14733,MAP2K7,"Dual specificity mitogen-activated protein kinase kinase 7","Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. Essential component of the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. With MAP2K4/MKK4, is the one of the only known kinase to directly activate the stress-activated protein kinase/c-Jun N-terminal kinases MAPK8/JNK1, MAPK9/JNK2 and MAPK10/JNK3. MAP2K4/MKK4 and MAP2K7/MKK7 both activate the JNKs by phosphorylation, but they differ in their preference for the phosphorylation site in the Thr-Pro-Tyr motif. MAP2K4/MKK4 shows preference for phosphorylation of the Tyr residue and MAP2K7/MKK7 for the Thr residue. The monophosphorylation of JNKs on the Thr residue is sufficient to increase JNK activity indicating that MAP2K7/MKK7 is important to trigger JNK activity, while the additional phosphorylation of the Tyr residue by MAP2K4/MKK4 ensures optimal JNK activation. Has a specific role in JNK signal transduction pathway activated by proinflammatory cytokines. The MKK/JNK signaling pathway is also involved in mitochondrial death signaling pathway, including the release cytochrome c, leading to apoptosis.",Tchem,"STE7 family",,,-3.630097979975981,Kinase,,1752,997,15138,459,,46.38904993372815,27028764|26987717|26649302|26443849|26351322|25959272|25899612|25737554|25428880|25343485|25314077|25284480|25241761|24634165|24533778|24104474|23900681|23341463|23186163|22903704|22899651|22814378|22509080|22267733|22159816|22154358|21749326|21531765|21333379|21278800|21148294|21074392|20801953|20156194|20067578|19413330|18713996|18436711|18343408|18286207|18222647|17709393|17496909|17485467|17344846|17110930|16840345|16802349|16533805|16442502|15866172|15489334|15299019|15276183|14702039|14697235|14615289|13130464|12477932|12220515|12189133|11891214|11390361|11318610|11274363|11104681|10490659|9661668|9535930|9488659|9372971|9312068|9207092
/idg/targets/O14757,O14757,CHEK1,"Serine/threonine-protein kinase Chk1","Isoform 2: Endogenous repressor of isoform 1, interacts with, and antagonizes CHK1 to promote the S to G2/M phase transition.",Tchem,"CHK1 subfamily",,,-3.0122711868749623,Kinase,,598,397,55198,1310,,55.34538678270921,27129240|26921499|26810087|26804904|26748709|26693937|26667770|26658951|26542114|26459098|26439697|26365377|26296656|26141863|26061604|26039276|26025928|25966274|25904336|25884494|25840419|25809478|25795119|25757065|25690891|25688741|25653093|25557548|25483185|25483076|25474241|25468710|25460505|25459351|25444911|25428911|25375241|25336189|25312395|25249323|25208576|25132270|25086746|25084614|25049228|25015292|25012639|24971465|24923443|24913641|24894074|24853623|24853431|24823293|24810059|24762558|24747134|24650757|24639502|24636978|24634213|24464213|24441772|24336073|24327542|24244429|24197116|24158981|24117075|24113549|24098799|24002546|23954429|23932155|23844225|23799366|23798705|23748345|23733185|23720738|23600770|23580065|23536721|23533280|23454898|23447702|23447674|23383610|23321637|23269272|23255133|23186163|23109433|23085068|23068608|22942255|22939624|22863316|22855742|22743332|22692200|22621920|22585575|22556425|22553144|22529391|22505024|22469983|22435685|22433954|22401965|22357623|22231448|22203733|22184239|22159421|22134241|22106282|22080164|22044003|22024163|21995812|21921034|21907702|21858151|21803008|21752283|21680529|21628425|21615992|21557990|21532626|21502314|21440578|21406692|21401699|21389083|21383502|21301228|21269460|21212274|21179472|21173116|21171266|21154811|21118956|21051833|21034966|20969866|20932473|20805465|20731661|20719863|20716119|20644561|20639859|20616048|20599444|20581453|20567916|20514472|20508983|20496165|20495005|20453000|20233725|20159774|20146081|20123862|20090422|20068231|20068082|20053681|20029092|19931269|19903823|19861535|19843865|19838212|19837665|19828454|19778378|19743875|19734889|19716789|19714462|19694479|19692168|19690332|19690177|19628579|19625176|19615254|19593445|19584159|19570909|19546241|19487575|19477924|19473886|19453842|19413330|19401701|19369195|19330022|19276361|19270516|19242509|19223857|19177015|19170196|19124506|19119425|19091954|19064572|19064565|19060337|19054851|18983824|18950845|18820127|18728393|18723495|18698031|18691976|18676680|18671143|18669648|18642443|18632613|18566216|18550533|18510930|18495871|18480045|18469532|18451105|18448427|18434539|18424430|18381943|18346918|18339864|18331829|18317453|18270339|18247328|18243098|18239674|18229454|18159231|18088187|18071310|18029388|17986860|17912454|17879369|17726372|17716975|17684142|17638866|17611684|17544403|17525332|17491592|17468739|17464182|17408908|17380128|17344846|17296736|17292828|17276342|17274954|17157788|17106257|17102638|17015476|17003105|16963448|16951182|16927022|16912045|16885021|16880517|16873548|16828751|16732333|16652144|16649252|16629900|16619043|16581803|16554811|16511572|16501606|16414312|16344560|16330544|16280359|16217032|16163388|16159883|16137618|16123041|15974586|15961392|15870257|15831461|15798197|15775976|15761153|15743907|15710331|15707391|15705874|15699047|15688426|15665856|15659650|15655357|15650047|15647386|15601819|15539958|15526025|15489334|15342556|15326376|15324660|15311285|15279790|15225637|15220350|15149599|14988723|14759516|14702039|14681223|14681206|14657349|14624239|14570880|14559997|14504477|12959929|12955071|12902976|12813133|12791985|12791699|12766152|12759351|12756247|12738771|12676962|12676925|12676583|12660173|12588868|12477932|12446774|12399544|12244092|12150968|12062056|11896572|11836499|11821419|11709713|11551930|11535615|11390642|11333986|11329013|11252893|10859164|10761933|10717241|10681541|10673501|10557092|9765199|9382850|9278512|9278511|8889549
/idg/targets/Q9H792,Q9H792,PEAK1,"Pseudopodium-enriched atypical kinase 1","Tyrosine kinase that may play a role in cell spreading and migration on fibronectin. May directly or indirectly affect phosphorylation levels of cytoskeleton-associated proteins MAPK1/ERK and PXN.",Tchem,"NKF3 family",,,-1.5160347674676926,Kinase,,7,4,2693,141,,36.6394482309407,26297948|26267863|25445115|25261239|24275569|23378338|23186163|23105102|22589274|21301050|20534451|20379614|20068231|19413330|18669648|17344846|17081983|16879967|16572171|16344560|15592455|14702039|12471243|12056414|11827452
/idg/targets/Q96D53,Q96D53,COQ8B,"Atypical kinase COQ8B, mitochondrial","Atypical kinase involved in the biosynthesis of coenzyme Q, also named ubiquinone, an essential lipid-soluble electron transporter for aerobic cellular respiration (PubMed:24270420). Its substrate specificity is unclear: does not show any protein kinase activity. Probably acts as a small molecule kinase, possibly a lipid kinase that phosphorylates a prenyl lipid in the ubiquinone biosynthesis pathway. Required for podocyte migration (PubMed:24270420).",Tchem,"ABC1-A subfamily",chaperone,,-1.1990931654953434,Kinase,,1,,1034,129,,0.0,27499296|27499294|25967120|25944712|25216398|24270420|22081228|21269460|20877624|17344846|16344560|15489334|14702039|12477932|12107410|9110174|8619474
/idg/targets/P0C264,P0C264,SBK3,"Uncharacterized serine/threonine-protein kinase SBK3",,Tchem,"NKF1 family","protein kinase",,,Kinase,,,,,14,,6.7847815426083145,16344560|15057824|12471243
/idg/targets/O14730,O14730,RIOK3,"Serine/threonine-protein kinase RIO3",,Tchem,"RIO3 subfamily","non-receptor serine/threonine protein kinase",,-1.0225157340508222,Kinase,,1,,1794,133,,34.563713784427144,25865883|25486436|24807708|24018050|23186163|22418843|21988832|21269460|19050074|18669648|18029348|17353931|17344846|16344560|16177791|15489334|14702039|12477932|9602165
/idg/targets/Q92772,Q92772,CDKL2,"Cyclin-dependent kinase-like 2",,Tchem,"CDKL family","protein kinase",,-1.1277453954595953,Kinase,,1,,17200,129,,27.37780227308171,25333262|24270810|18029348|17344846|16631599|16344560|15499549|15489334|14702039|12477932|9847074|9000130|7721825
/idg/targets/Q6ZWH5,Q6ZWH5,NEK10,"Serine/threonine-protein kinase Nek10",,Tchem,"NEK family","protein kinase",,-0.3425081297184362,Kinase,,,,974,34,,24.48499616415139,24493630|20956560|20379614|20145138|20095854|19330027|17974005|17344846|16641997|15489334|14702039|12477932
/idg/targets/P11309,P11309,PIM1,"Serine/threonine-protein kinase pim-1","Proto-oncogene with serine/threonine kinase activity involved in cell survival and cell proliferation and thus providing a selective advantage in tumorigenesis. Exerts its oncogenic activity through: the regulation of MYC transcriptional activity, the regulation of cell cycle progression and by phosphorylation and inhibition of proapoptotic proteins (BAD, MAP3K5, FOXO3). Phosphorylation of MYC leads to an increase of MYC protein stability and thereby an increase of transcriptional activity. The stabilization of MYC exerted by PIM1 might explain partly the strong synergism between these two oncogenes in tumorigenesis. Mediates survival signaling through phosphorylation of BAD, which induces release of the anti-apoptotic protein Bcl-X(L)/BCL2L1. Phosphorylation of MAP3K5, an other proapoptotic protein, by PIM1, significantly decreases MAP3K5 kinase activity and inhibits MAP3K5-mediated phosphorylation of JNK and JNK/p38MAPK subsequently reducing caspase-3 activation and cell apoptosis. Stimulates cell cycle progression at the G1-S and G2-M transitions by phosphorylation of CDC25A and CDC25C. Phosphorylation of CDKN1A, a regulator of cell cycle progression at G1, results in the relocation of CDKN1A to the cytoplasm and enhanced CDKN1A protein stability. Promote cell cycle progression and tumorigenesis by down-regulating expression of a regulator of cell cycle progression, CDKN1B, at both transcriptional and post-translational levels. Phosphorylation of CDKN1B,induces 14-3-3-proteins binding, nuclear export and proteasome-dependent degradation. May affect the structure or silencing of chromatin by phosphorylating HP1 gamma/CBX3. Acts also as a regulator of homing and migration of bone marrow cells involving functional interaction with the CXCL12-CXCR4 signaling axis.",Tchem,"PIM family","serine/threonine protein kinase receptor",,-2.8450559154925186,Kinase,,186,83,56710,520,,49.470005587807506,26934497|26598507|26555723|26551340|26472029|26453516|26352175|26202252|26075720|25882843|25834102|25553374|25551195|25451079|25416956|25342548|25238262|25155357|25121590|25104088|25096571|25081641|25040935|24927181|24799066|24771642|24685144|24547709|24401608|24155393|24116137|24044948|24040307|23990052|23974202|23936194|23814490|23755147|23749639|23748345|23565217|23360763|23209281|23202547|23186163|23142699|23131564|23129228|23119061|23010478|22986532|22840454|22720752|22700982|22689995|22619278|22584579|22574367|22451912|22441844|22282239|22273698|22261337|22193779|21993851|21974958|21910584|21860423|21859846|21743487|21734463|21680901|21474815|21382889|21262926|21187157|21143989|21062737|20958956|20939820|20811681|20663873|20639905|20633028|20587610|20544717|20237496|20215828|20203306|20191609|20075333|20032391|19911008|19878356|19773279|19749799|19734423|19692168|19688129|19625176|19573080|19568408|19345670|19336552|19266083|19170196|19152965|19003546|18775810|18768389|18708761|18695914|18676680|18596907|18593906|18519946|18467333|18426800|18426646|18216297|18056989|18037896|17855660|17643117|17560648|17487358|17476282|17448597|17344846|17327400|17313559|16712793|16684349|16647097|16508102|16403219|16356754|16344560|16266891|16227208|16221667|16186805|15808862|15798097|15721354|15657054|15528381|15525646|15489334|15471855|15319445|15264249|14981536|14574404|13679438|12680209|12477932|12473674|12431783|12411508|12111331|12036885|11823475|11591366|11518967|11460166|11368509|11279102|11237709|10931201|10664448|10373478|9809063|3475233|3429489|3329709|2837645|2682662|2205533|1825810|1427894
/idg/targets/P46020,P46020,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I. The alpha chain may bind calmodulin.",Tchem,"Phosphorylase b kinase regulatory chain family","kinase modulator",,-1.1708784116991233,Kinase,,,,936,67,,37.641332957644146,23186163|22238410|21269460|20080404|19690332|18691976|18669648|18401027|18029348|16344560|15772651|15489334|12876330|12825073|12477932|10487978|8226841|7874115|7705849|2757032|2108025
