"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/O43497,O43497,CACNA1G,"Voltage-dependent T-type calcium channel subunit alpha-1G","Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1G gives rise to T-type calcium currents. T-type calcium channels belong to the low-voltage activated (LVA) group and are strongly blocked by mibefradil. A particularity of this type of channel is an opening at quite negative potentials and a voltage-dependent inactivation. T-type channels serve pacemaking functions in both central neurons and cardiac nodal cells and support calcium signaling in secretory cells and vascular smooth muscle. They may also be involved in the modulation of firing patterns of neurons which is important for information processing as well as in cell growth processes.",Tclin,"CACNA1G subfamily","voltage-gated calcium channel",,-2.139656003201602,"Ion Channel",,21,13,6621,196,,42.53927566666942,26715324|26456284|26056284|24722188|24268883|23535033|23488970|22973060|22973059|22574369|22572848|22469755|21788606|21438841|21084288|20435690|20416077|19455149|19211869|18801335|18663132|18663131|18591418|17591929|17446221|17397049|16713569|16671074|16625196|16382099|15774856|15489334|15465033|12752779|12676336|12477932|12168954|11927664|10692398|10648811|10574461|10548410|10493502|9495342
/idg/targets/Q12879,Q12879,GRIN2A,"Glutamate receptor ionotropic, NMDA 2A","NMDA receptor subtype of glutamate-gated ion channels possesses high calcium permeability and voltage-dependent sensitivity to magnesium. Activation requires binding of agonist to both types of subunits.",Tclin,"NR2A/GRIN2A subfamily","ionotropic glutamate receptor",,-3.0784175596065837,"Ion Channel",,451,248,14768,460,,51.403531682732655,26584860|26502998|26220384|25958346|25788577|25596506|25412286|25366762|25261450|25194280|25056061|24915238|24903190|24739903|24504326|24455489|24372385|24227730|24156266|24125812|23940648|23933820|23933819|23933818|23847085|23693003|23509962|23453885|23400010|23271275|23033978|22851457|22833210|22486492|22004137|21883175|21876681|21507155|21499247|21371516|21152063|20890276|20848605|20677014|20468064|20448061|20398908|20379614|20148871|20070378|20041166|19874574|19834457|19352218|19268276|19156168|19088076|19086053|19058789|18991843|18990687|18606955|18570704|18445116|18178157|18029348|17997397|17942280|17922030|17569088|17519952|17433503|17255096|17105731|17081983|17018562|17011703|16637659|16476413|16266783|15888440|15830322|15774266|15742215|15616553|15489334|14966475|14732708|14702039|14699423|14644469|14622581|12956718|12933808|12932824|12893641|12890763|12815021|12775422|12724619|12697264|12531901|12477932|12419528|12414113|12391275|12191494|12147342|12127670|12082569|12070168|12068077|12008020|11985816|11937501|11854440|11803122|11675505|11606043|11483648|11478920|11222640|11104776|10884433|10862698|10846184|10748123|10648730|10480938|10479680|10458595|10373510|10336672|10197777|10195142|9651389|9647694|9481670|9480759|9286858|9231720|8768735|8665664|8615909|8601796|8267632|8163463|8139656|8061049|7816096|7695237|7569905|7524031|1350383
/idg/targets/P37088,P37088,SCNN1A,"Amiloride-sensitive sodium channel subunit alpha","Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Plays an essential role in electrolyte and blood pressure homeostasis, but also in airway surface liquid homeostasis, which is important for proper clearance of mucus. Controls the reabsorption of sodium in kidney, colon, lung and sweat glands. Also plays a role in taste perception.",Tclin,"SCNN1A subfamily","ion channel",,-1.833326311421222,"Ion Channel",,11,5,3641,172,,41.217652959070676,27045669|26772908|26611714|26032502|25900089|25559464|25517724|25371970|25339316|25242083|25187622|25173609|24914548|24735600|24124190|24114932|24043776|23837941|23762408|23665454|23645669|23594824|23563609|23547933|23523754|23460285|23416952|23297398|23218889|22987920|22776878|22729284|22613977|22573385|22493497|22406554|22374202|22250980|22207244|22127840|21917531|21893217|21889619|21775436|21768316|21667229|21664233|21653223|21562341|21307123|21048031|20709758|20663296|20628086|20577119|20536507|20519934|20484876|20438785|20424473|20406964|20194130|20106988|20098615|20097829|20079059|20078945|20054153|19948975|19925887|19913121|19864429|19858199|19773279|19763606|19720813|19619703|19619128|19617352|19561078|19559392|19541605|19527514|19479237|19462466|19423540|19359370|19300301|19263529|19238444|19131662|19019335|19017867|18990692|18818748|18801933|18703878|18665318|18660489|18650438|18634878|18547339|18513389|18355814|18298571|17905853|17766193|17596527|17537777|17460608|17434346|17381423|17170520|17020471|16912051|16541075|16463024|16423824|16373340|16344560|16207733|16172422|15853823|15755725|15746174|15734793|15596218|15498559|15489334|15328345|15326289|15308680|15169674|15069064|14702039|14556380|12923071|12562778|12477932|12167593|12107247|12082592|11756432|11752024|11696533|11675945|11359767|11266509|11244092|10642508|10586178|10523338|10447117|10409621|10404817|10212229|9654208|9612219|9575806|9169421|8986818|8889548|8589714|8278374|8023962|7896277|1939532
/idg/targets/P63252,P63252,KCNJ2,"Inward rectifier potassium channel 2","Probably participates in establishing action potential waveform and excitability of neuronal and muscle tissues. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be blocked by extracellular barium or cesium.",Tchem,"KCNJ2 subfamily",,,-2.3465568888308233,"Ion Channel",,67,37,4865,201,,44.931252439059136,26710323|26663529|26390131|25885757|25880778|25727015|25205296|25205110|25043870|24952745|24929828|24861851|24794859|24561538|24556932|24460807|24383070|24227888|24047492|24023777|23867365|23803013|23756044|23704328|23644778|23640888|23625347|23595086|23564459|23543060|23440193|23396134|23284291|23277370|23251661|23188060|23041574|22995912|22931594|22880819|22863731|22648509|22589293|22399142|22342860|22308236|22186697|21875779|21756874|21703452|21570948|21559361|21501591|21493816|21376013|21281576|21148745|20921230|20676672|20634891|20628086|20195514|20086079|19913121|19843922|19841300|19608980|19305409|19234473|19002489|18854645|18690034|18391953|18216177|18182162|18178799|17619200|17582433|17551083|17341397|17324964|17211524|17210839|17185339|16895905|16834334|16831831|16777940|16637659|16571646|16541386|16533896|16419128|16407206|16382105|16373386|16258766|15958527|15922306|15831539|15795311|15761194|15618275|15465033|15304517|15084602|15024025|14522976|14500755|12923176|12598232|12459783|12163457|12148092|12086641|12045162|12032359|11809752|11371347|11287423|11287009|11240146|11181181|10627592|10559219|10479680|9533862|9490857|8821791|7840300|7696590|7680768|7590287
/idg/targets/Q9UQ05,Q9UQ05,KCNH4,"Potassium voltage-gated channel subfamily H member 4","Pore-forming (alpha) subunit of voltage-gated potassium channel. Elicits an outward current, but shows no inactivation. Channel properties may be modulated by cAMP and subunit assembly.",Tclin,"Kv12.3/KCNH4 sub-subfamily","cyclic nucleotide-gated ion channel",,-1.385847309201499,"Ion Channel",,8,,21091,69,,22.415048944864953,26503718|20628086|19913121|16959974|16382104|12890647|10455180
/idg/targets/Q9UJ96,Q9UJ96,KCNG2,"Potassium voltage-gated channel subfamily G member 2","Potassium channel subunit. Modulates channel activity by shifting the threshold and the half-maximal activation to more negative values.",Tclin,"Kv6.2/KCNG2 sub-subfamily","voltage-gated potassium channel",,-0.38506246602302063,"Ion Channel",,,,2175,83,,21.598636443410523,24143882|19056867|16382104|10551266
/idg/targets/Q9UIX4,Q9UIX4,KCNG1,"Potassium voltage-gated channel subfamily G member 1","Potassium channel subunit that does not form functional channels by itself. Can form functional heterotetrameric channels with KCNB1; modulates the delayed rectifier voltage-gated potassium channel activation and deactivation rates of KCNB1 (PubMed:19074135).",Tclin,"Kv6.1/KCNG1 sub-subfamily","voltage-gated potassium channel",,-1.827177933791728,"Ion Channel",,21,21,6549,76,,26.17027889576524,23918034|19074135|18029348|16382104|16344560|15489334|15146197|14702039|12477932|11780052|9434767|8980147
/idg/targets/P78508,P78508,KCNJ10,"ATP-sensitive inward rectifier potassium channel 10","May be responsible for potassium buffering action of glial cells in the brain. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be blocked by extracellular barium and cesium (By similarity). In the kidney, together with KCNJ16, mediates basolateral K(+) recycling in distal tubules; this process is critical for Na(+) reabsorption at the tubules.",Tchem,"KCNJ10 subfamily",,,-2.4037526797330147,"Ion Channel",,77,61,5613,127,,38.52290550912384,27074084|27074083|25874548|25848073|25416956|25392324|25372295|25008907|25008548|24777949|24756568|24561201|24415573|24378235|24193250|24014171|23965030|23873931|23392672|23270518|22878665|22802001|22612257|22412181|22055109|21849804|21748805|21458570|21300747|21221631|21106816|21088294|21084311|20933057|20651251|20621367|19931615|19864112|19523148|19426954|19420365|19289823|18391953|18191638|17727731|17628813|17185339|17122384|16710414|16382105|16344560|15911117|15725393|15489334|15120748|12923169|12477932|12456399|12401729|11927671|10659995|10479680|9647694|9367690|9148889|8995301|8889548
/idg/targets/P17787,P17787,CHRNB2,"Neuronal acetylcholine receptor subunit beta-2","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane permeable to sodiun ions.",Tclin,"Beta-2/CHRNB2 sub-subfamily","ligand-gated ion channel",,-1.6090970248152172,"Ion Channel",,12,,1636,143,,34.96878761028634,26644472|25869137|25640319|25068303|24982426|24850280|23734673|23437071|23429692|23037950|23000369|22553201|22361591|22359659|21757735|21606948|21536845|21451042|21396349|21287502|21252231|20943775|20923852|20881005|20880607|20854418|20736995|20734064|20677014|20649589|20603624|20574532|20534741|20441771|20438829|20413850|20371741|20231857|19874574|19755656|19620239|19482438|19279256|19259974|19156168|19101612|19086053|19063970|19059502|19058950|18991851|18830724|18762859|18593715|18534914|18534558|18242781|18226955|18043764|17900292|17559419|17385675|17373692|17226798|17192785|16928859|16636791|16407231|16314871|16183856|16174636|16120769|16023355|15964197|15944128|15681842|15489334|15154117|15046869|15033200|15026168|12681012|12663058|12477932|12214130|12202488|12189247|12185808|11906688|11771745|11261808|11104662|11062464|11054772|10771020|10441742|9921897|9009220|8987816|8906617|8663494|2377478|1505988
/idg/targets/P48050,P48050,KCNJ4,"Inward rectifier potassium channel 4","Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be blocked by extracellular barium and cesium (By similarity).",Tchem,"KCNJ4 subfamily",,,-1.9030778269166906,"Ion Channel",,25,21,3262,193,,31.630546554480777,24800985|22396414|20424473|19635485|18503768|18453743|18391953|18180291|17185339|16855024|16382105|16373386|16258766|15958527|15489334|15461802|15024025|12477932|12032359|11997254|11742811|11713246|11306688|11181181|10627592|10591208|10479680|10206975|8943291|8893032|8051145|8034048|8016146|7607694|7576658
/idg/targets/P48048,P48048,KCNJ1,"ATP-sensitive inward rectifier potassium channel 1","In the kidney, probably plays a major role in potassium homeostasis. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. This channel is activated by internal ATP and can be blocked by external barium.",Tchem,"KCNJ1 subfamily",,,-2.4870889121525805,"Ion Channel",,213,172,6980,173,,36.12423700750513,25805816|25344677|25165391|23782368|23211697|22907731|21631963|21355052|21081491|20628086|20424473|20379614|20219833|19913121|19710010|19706464|19349416|19272129|19244242|19170254|19096086|18755144|18550644|18443236|18391953|18211905|17401586|17380208|16959974|16428287|16382105|16357011|16344560|15987778|15895241|15489334|14623317|14604981|12684516|12589089|12477932|12381810|12221079|12086641|10889209|9727001|9099852|9015377|9002665|8841184|8621594|8190102|7929082|7680431|7635463
/idg/targets/P48051,P48051,KCNJ6,"G protein-activated inward rectifier potassium channel 2","This potassium channel may be involved in the regulation of insulin secretion by glucose and/or neurotransmitters acting through G-protein-coupled receptors. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium.",Tchem,"KCNJ6 subfamily",,,-2.2548072775485366,"Ion Channel",,36,24,6689,188,,35.52291968560331,26032891|25620207|25599232|25346042|24392765|24145411|23994450|23739333|23175530|22554406|22252428|22178330|21637918|21307845|20943350|20655490|20494980|20424473|20379614|20220551|19756153|19567891|19135528|18391953|18303085|17185339|17135278|16780588|16382105|16109170|15772902|15489334|15142872|15068243|14724209|12743112|12477932|12458027|12297500|12034888|10956667|10830953|10659995|10619846|10562331|9503011|9108307|9037601|9023358|8929423|7926018|7796919|7729621|7592809|7550338
/idg/targets/P48058,P48058,GRIA4,"Glutamate receptor 4","Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulation of current flux upon continued application of glutamate.",Tclin,"GRIA4 subfamily","ionotropic glutamate receptor",,-2.42298871746455,"Ion Channel",,53,23,5598,294,,41.11335500319013,26744192|25433904|24962026|24769233|24652293|24512576|24324551|24292102|23613500|23396134|22122651|22094384|22057216|21984433|21172611|20859245|19573479|19217372|19156168|19125103|19086053|18521090|18311135|18163426|17409242|17233759|16554811|16344560|16190873|16055064|15823042|15489334|15450689|15306133|12603841|12574408|12497607|12477932|12471040|12393905|12172541|12125045|11891216|11140673|10688364|10366608|9648857|9481670|9466455|8889548|8589990|8163463|7992055|7518497|1319477
/idg/targets/Q9UQC9,Q9UQC9,CLCA2,"Calcium-activated chloride channel regulator 2","Plays a role in modulating chloride current across the plasma membrane in a calcium-dependent manner, and cell adhesion. Involved in basal cell adhesion and/or stratification of squamous epithelia. May act as a tumor suppressor in breast and colorectal cancer. Plays a key role for cell adhesion in the beginning stages of lung metastasis via the binding to ITGB4.",Tchem,"Epithelial chloride channel (e-clc) family","ion channel",,-2.009712215562114,"Ion Channel",,6,5,15807,50,,34.020504717548974,26930581|25557950|25548429|23112050|22990203|22431922|21909135|20438785|20406964|19654313|19423540|18950845|16959974|16873362|16158324|15707651|15489334|14966209|14702039|14512419|12612194|12477932|12110680|11445004|11320086|11262615|11149902|11071307|10737800|10584316|10554024|10437792|10362588
/idg/targets/P24046,P24046,GABRR1,"Gamma-aminobutyric acid receptor subunit rho-1","GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel. Rho-1 GABA receptor could play a role in retinal neurotransmission.",Tchem,"GABRR1 sub-subfamily","ligand-gated ion channel",,-1.7150533826641967,"Ion Channel",,,,521,134,,27.33653341871381,26321868|23755849|22747884|22169095|20889312|20820800|20583128|20468064|20056107|19717338|19536785|19086053|19078961|18675255|18599601|18227272|18079559|16344560|16198491|15548535|15489334|15163459|14702039|14660627|14574404|12477932|12431995|12226075|12175859|11102469|10779366|10625616|10542332|9892354|9839716|9153229|7472519|1849271|1315307
/idg/targets/P51788,P51788,CLCN2,"Chloride channel protein 2","Voltage-gated chloride channel. Chloride channels have several functions including the regulation of cell volume; membrane potential stabilization, signal transduction and transepithelial transport.",Tclin,"ClC-2/CLCN2 subfamily","anion channel",,-2.019773399314092,"Ion Channel",,72,42,27269,191,,41.852553958500046,26871637|26666914|26033718|25739457|25323061|23934342|23707145|23186163|22814378|22613974|22405205|21956164|20187760|19711355|19710717|19710712|19574231|19232516|19200853|19191339|19153159|18801843|17882904|17762171|17580110|16932951|16641997|16469788|16344560|16049054|15508929|15507145|15505175|15489334|15464978|15388342|15272009|15252188|15010473|14702039|12843258|12612585|12601004|12477932|11976342|11306429|10888596|10198195|7795595
/idg/targets/P51787,P51787,KCNQ1,"Potassium voltage-gated channel subfamily KQT member 1","Isoform 2: Non-functional alone but modulatory when coexpressed with the full-length isoform 1.",Tclin,"Kv7.1/KCNQ1 sub-subfamily","voltage-gated potassium channel",,-2.876210405533756,"Ion Channel",,362,243,28227,339,,52.0699535024857,26718405|26678516|26668384|26540651|26503718|26496715|26385840|26366551|26334569|26318259|26238466|26184980|26168993|26129877|26118593|26115082|26109524|26066992|26063740|26039078|26019114|25854863|25786344|25749274|25705178|25653179|25645639|25616976|25501231|25479336|25476662|25475720|25441029|25429064|25429063|25344363|25230101|25139741|25102180|25055868|25037568|24996904|24986528|24952745|24947509|24920132|24912595|24861553|24855057|24827085|24713462|24606221|24552659|24535457|24509480|24486580|24460807|24457979|24411289|24390345|24373870|24373634|24372464|24366043|24284363|24269949|24214981|24206879|24190995|24184248|24165912|24142691|24101674|24096004|24070608|24052033|23995044|23989646|23975432|23945395|23890619|23861489|23856471|23853484|23844633|23786590|23718892|23714088|23710137|23692438|23650380|23631430|23630301|23571586|23542581|23529131|23447643|23400408|23392653|23364967|23359697|23350853|23324056|23291057|23271129|23241319|23166209|23144361|23139357|23133642|23107108|23092362|23000022|22961080|22923468|22908235|22905262|22882672|22805606|22790062|22727609|22708720|22696034|22613981|22560601|22539601|22509038|22508963|22479571|22456477|22406554|22403629|22377714|22309168|22293141|22250012|22206064|22199116|22151254|22095730|22024150|22020285|22016621|21957902|21854832|21844197|21810471|21799836|21767287|21730298|21709633|21691061|21573907|21459285|21451124|21416855|21355884|21320432|21261977|21241800|21231794|21228319|21212535|21185499|21164565|21149716|21129503|21118809|21118729|21084694|21084310|21070882|21063774|21063070|21059661|20981542|20962273|20940310|20920651|20890437|20889853|20881960|20879858|20875080|20855658|20851114|20850564|20833965|20816152|20802253|20701788|20682687|20662986|20628086|20606385|20581827|20553101|20541041|20533308|20526338|20512086|20509872|20490451|20479109|20470906|20424473|20421371|20400777|20386770|20379614|20368164|20226272|20203524|20196769|20186784|20174558|20139709|20138589|20108749|20085748|20071715|20062063|20056949|20044973|20040519|20031635|19959132|19956635|19940153|19934648|19933996|19913547|19913121|19907016|19892838|19880070|19850681|19843919|19841300|19825999|19817925|19808498|19798621|19741467|19716085|19714318|19693805|19687231|19646991|19632626|19617707|19590188|19584308|19575309|19556355|19551538|19540844|19523148|19521339|19516902|19502414|19490272|19448982|19401414|19372218|19366866|19348785|19340287|19322600|19308350|19305409|19305408|19289549|19261104|19252135|19247372|19218243|19202166|19198868|19167356|19160088|19156197|19149796|19139916|19131515|19114714|19077539|19056345|19029186|19027783|19006182|18991055|18931301|18808722|18803136|18774102|18757482|18752142|18713323|18711367|18711366|18651418|18611041|18599533|18596570|18590565|18580685|18567635|18504315|18464913|18441444|18426444|18400097|18390900|18308161|18279388|18266681|18192214|18174212|18165683|18093912|18079560|17999538|17997361|17984373|17980676|17932138|17916649|17905336|17853647|17698596|17676362|17646758|17626898|17596298|17544529|17534376|17482572|17474147|17470695|17467630|17384445|17310097|17292394|17289006|17227916|17210839|17161064|17130521|17016049|17010804|16987820|16922724|16880338|16823764|16818214|16723781|16631607|16610241|16563243|16556866|16556865|16554811|16540748|16487842|16487223|16414944|16382104|16308347|16253915|16246960|16155735|16132053|16129795|16002409|15924777|15904893|15851119|15840476|15746444|15707997|15696484|15649981|15534720|15511625|15489334|15459184|15389592|15367556|15340049|15242738|15234419|15226366|15176425|15159330|15051636|15028050|14998624|14761891|14760488|14756674|14743216|14731347|14702039|14678125|14661677|14576198|14510661|12849668|12820704|12690509|12670483|12612194|12524525|12522251|12511562|12482884|12477932|12442276|12402336|12324418|12080180|12051962|11997281|11799244|11743032|11334835|11299204|11289718|11136691|11104781|11101505|11076863|10973849|10970817|10843888|10728423|10713961|10704188|10654932|10646604|10482963|10409658|10400998|10367071|10220146|10220144|10090886|10024302|9927399|9799083|9781056|9702906|9693036|9641694|9570196|9482580|9386136|9354802|9323054|9312006|9305853|9302275|9272155|9164812|9108097|9024139|9020846|9020845|8900283|8872472|8818942|8528244
/idg/targets/P02708,P02708,CHRNA1,"Acetylcholine receptor subunit alpha","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.",Tclin,"Alpha-1/CHRNA1 sub-subfamily","ligand-gated ion channel",,-1.6243067635941977,"Ion Channel",,12,2,1806,293,,32.8116242583479,26354438|25888793|25670150|24376846|24121633|23775407|23448903|23232035|22728938|20734064|20661225|20628086|20379614|20201926|19913121|19760673|19690332|19307444|19259974|19086053|19059502|19010884|18806275|18625075|18252226|18179903|17687331|17373692|17082486|17028140|16685696|16435141|15079006|15028279|14702039|12928480|12588888|12477932|10958399|10910772|10195214|9546329|9221765|9158151|8910344|8872460|8441631|8334706|7902325|7863154|7725386|7695910|7619526|7254233|6688857|3651795|3338555|2449458|2221824|1712080|1694127
/idg/targets/Q8NEC5,Q8NEC5,CATSPER1,"Cation channel sperm-associated protein 1","Voltage-gated calcium channel that plays a central role in calcium-dependent physiological responses essential for successful fertilization, such as sperm hyperactivation, acrosome reaction and chemotaxis towards the oocyte.",Tchem,"Cation channel sperm-associated family","voltage-gated calcium channel",,-1.106709450629294,"Ion Channel",,18,11,3809,87,,21.71138721085043,26989199|26453676|26354096|25416956|25101494|24927181|23623968|23530196|23344959|23313885|22354039|21516116|21412339|21412338|21404705|20648059|19344877|18976756|17347248|16740636|16625279|16554811|16382101|16189514|15489334|14688170|12477932|11675491|11595941|11595929
/idg/targets/Q07001,Q07001,CHRND,"Acetylcholine receptor subunit delta","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.",Tclin,"Delta/CHRND sub-subfamily","ligand-gated ion channel",,-1.249774798837016,"Ion Channel",,14,14,853,128,,28.783151653292805,26698174|25080583|24240098|23448903|20840187|20734064|20584212|20201926|19259974|19086053|19059502|19010793|18625075|18398509|18252226|18179903|16959974|16916845|15815621|15489334|15028279|14735155|14702039|12499478|12477932|11782989|11435464|9668219|8987816|8910344|8872460|8103404|7695910|2564429|2221824
/idg/targets/P48167,P48167,GLRB,"Glycine receptor subunit beta","Glycine receptors are ligand-gated chloride channels. GLRB does not form ligand-gated ion channels by itself, but is part of heteromeric ligand-gated chloride channels. Channel opening is triggered by extracellular glycine (PubMed:8717357, PubMed:15302677, PubMed:16144831, PubMed:22715885, PubMed:25445488, PubMed:11929858, PubMed:23238346). Heteropentameric channels composed of GLRB and GLRA1 are activated by lower glycine levels than homopentameric GLRA1 (PubMed:8717357). Plays an important role in the down-regulation of neuronal excitability (PubMed:11929858, PubMed:23238346). Contributes to the generation of inhibitory postsynaptic currents (PubMed:25445488).",Tclin,"GLRB sub-subfamily","ligand-gated ion channel",,-1.2473886410473671,"Ion Channel",,,,1370,85,,35.0221620833792,26845851|26613940|26055424|25531214|25445488|24108130|23238346|23184146|23182654|22973015|22715885|22606311|22535951|22132222|21829170|21391991|20201926|19874574|19834535|19705103|19204413|19086053|19020133|18985319|18621921|16344560|16144831|15815621|15748848|15489334|15302677|15215304|15028279|14741407|14702039|14698963|14563849|14551753|12684523|12477932|11929858|11496371|10395998|9676428|8717357|7546736
/idg/targets/P51790,P51790,CLCN3,"H(+)/Cl(-) exchange transporter 3","Mediates the exchange of chloride ions against protons. Functions as antiporter and contributes to the acidification of the endosome and synaptic vesicle lumen, and may thereby affect vesicle trafficking and exocytosis. May play an important role in neuronal cell function through regulation of membrane excitability by protein kinase C. It could help neuronal cells to establish short-term memory.",Tchem,"ClC-3/CLCN3 subfamily",,,-2.2577329649728606,"Ion Channel",,66,45,10592,155,,45.50152764728751,25973047|25537517|25514499|25421907|25056061|24284495|23873092|23408563|23345219|23270726|23006728|22496242|22371056|22108225|22049206|21792908|21445064|21378974|21115901|21071705|20945353|20139089|19946888|18986326|18077605|17977943|17976378|17974005|17908687|17882904|17869465|17360969|16522634|16381901|16344560|16033995|15815621|15596438|15489336|15489334|15342556|15073168|14702039|12843258|12842831|12477932|12471024|12183454|11967229|11306429|11274166|11230166|11182090|11076863|10198195|9843494|9678416|9521585|7665160
/idg/targets/P48169,P48169,GABRA4,"Gamma-aminobutyric acid receptor subunit alpha-4","GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel.",Tclin,"GABRA4 sub-subfamily","ligand-gated ion channel",,-1.233066014846069,"Ion Channel",,18,11,1035,235,,30.113435843048727,26239769|24778259|24722188|24431441|23937595|23561058|22273344|21422964|20628086|20602615|20468064|19913121|19874574|19834535|19736351|19289452|19207358|19078961|18482426|18334916|17135278|17124266|16959974|16770606|16080114|15815621|15489334|15028279|14702039|12477932|12242096|12091471|10903861|10414349|8719416|8175718|7607683
/idg/targets/O15554,O15554,KCNN4,"Intermediate conductance calcium-activated potassium channel protein 4","Forms a voltage-independent potassium channel that is activated by intracellular calcium (PubMed:26148990). Activation is followed by membrane hyperpolarization which promotes calcium influx. Required for maximal calcium influx and proliferation during the reactivation of naive T-cells. The channel is blocked by clotrimazole and charybdotoxin but is insensitive to apamin (PubMed:17157250, PubMed:18796614).",Tchem,"Calcium-activated subfamily",,,-2.4176093342477176,"Ion Channel",,76,58,12038,184,,38.47494758028895,27092946|26824610|26689552|26418693|26198474|26178367|26177720|26148990|26138196|25848765|25545021|25477223|25476248|25468996|25415613|25372486|25300013|24963668|24885636|24826782|24733189|24585442|24470490|24392001|24312257|24227782|24193405|24166472|24158513|24146918|24138859|24055799|23949222|23904164|23792675|23720748|23609438|23589888|23572150|23535729|23407879|23392713|23345219|23261940|22814378|21872912|21725609|21551009|21465474|21345794|21228320|21172909|21123738|20808839|20720181|20712009|20501432|20407432|20036632|19823864|19644414|19608980|19587117|19409928|19406468|19270724|19052260|18796614|18792407|18690018|18688283|18547995|18367588|18287336|18227067|18184876|17762175|17585114|17474152|17470662|17353352|17310992|17157250|17151145|16766578|16382103|16251351|15965951|15831468|15817638|15489334|15452196|15339840|15039018|14754884|14724753|12773623|12612194|12609997|12493744|12477932|12434576|12421833|12198491|11425865|10961988|10880439|10026195|9693050|9407042|9380751|9326665
/idg/targets/Q08289,Q08289,CACNB2,"Voltage-dependent L-type calcium channel subunit beta-2","The beta subunit of voltage-dependent calcium channels contributes to the function of the calcium channel by increasing peak calcium current, shifting the voltage dependencies of activation and inactivation, modulating G protein inhibition and controlling the alpha-1 subunit membrane targeting.",Tchem,"Calcium channel auxiliary subunit types 1-4 (cca-) family","voltage-gated calcium channel",,-1.4138822346247917,"Ion Channel",,4,4,1925,426,,45.472050106232196,25966706|25533460|25313554|25107449|25056061|24901509|24752249|24338417|23974872|23704328|23453885|23414114|23319000|23251661|22419821|22090166|21963141|21909115|21909110|21156931|21045733|20817017|20677014|20479155|20414254|20386566|20379614|20201926|20025708|19430479|19358333|19241460|19197348|19106618|18676988|18519826|18464913|17525370|17224476|16959974|16385451|16344560|15489334|15342556|15339916|15164054|14762176|14702039|14623965|12719232|12477932|12042350|10623591|10567342|10465427|10441130|10066897|9757060|9594024|9461395|9254841|9252229|8889549|8494331|8395157|8107964|1309651
